NOTE: Please do not send any images/photographs with your reply They cannot be forwarded due to technical reasons
"Suitable match for Saraswat Brahmin boy + 2 23/5'8 own good business"
"Beautiful tall educated girl for handsome Brahmin boy 26 6'00 BBA"
Doctor match for handsome Brahmin boy 27/5'5 MBBS MD Father doctor
"Match preferably employed for Punjabi Saraswat Brahmin boy never married"
"Manglik NRI girl for Saraswat Brahmin boy 26 5'9 handsome teetotaller"
Beautiful soft spoken very decent Medico/Lecturer/Professional match for
"Match Hindu Kumhar 27/5'6½ teetotaller handsome very fair boy Govt"
NRI alliance invited for handsome cleanshaven smart Sikh Ramgarhian boy
"Wanted beautiful Engineer/Medico match for convent BTech Ex Sr Software"
"Alliance invited from tall slim beautiful well educated girl for Sikh"
"Wanted beautiful well educated US citizen girl Sikh Kamboj cleanshaven"
"Beautiful tall convent educated professionally qualified Aggarwal girl"
Match for Chauhan 28/6'2 MBA Architectboy own construction Co well
"Match for Garhwali Rajput 28/5'6 Diploma  armacy Medical Representative"
Suitable match for Jat Sikh British boy Psychologist MSc BA law
"Exceptionally beautiful well qualified  match for   based handsome"
"Well settled respectable Jat Sikh family  from England seeking respectable Jat"
"Beautiful slim well qualified status  match for smart very good personality"
"Match for Jat Sikh handsome boy 30/5'10  BSc BEd MA (Punjabi) LLB"
"Match for Jat Sikh extremely handsome  boy 24/5'10 MA (Public"
"Well educated Jat Sikh family seeks  homely beautiful well educated preferable"
"Match for hand some Jat Sikh boy cleanshave  23/5'10 BSc (Electronic)"
Wanted fair slim beautiful well educated
Wanted beautiful well educated US citizen
 Wanted   based BSc Garhwali
 Punjabi Kashyap Rajput Hindu boy 27½/
 Jat Sikh boy 29/6'6/MBA good looking
 Beautiful match for handsome Hindu
 NRI match for doctor Sikh cleanshaven
 Wanted Computer/IT professionally
 Suitable match for Saini Sikh gentleman
"27 YEARS 173 CMS MBA/IITIANSIKH ARORA US EDUCATED WORKING WITH A EUROPEAN INVESTMENT BANK BASED IN INDIA EARNING IN 7 FIGURES/ANNUM PLEASECORRESPOND WITH DETAILS AT OCT  @LYCOSCOM OR BOX NO 6169ABOL TRIBUNE CHANDIGARH"
""
"USA Green Card Holder girlmatch"
Arora Gursikh Manglik Graduate
"Match for handsome Khatri Sikhengineer"
"Match for Ramgarhia (Dhiman)Sikh boy"
"Beautiful tall educatedminimum 5'4"
Match for fair handsome AdDharmi
"In service or professionallywell qualified"
"Suitable match for SikhTonkshtriya"
"Alliance invited for NRI 33/6'Punjabi"
"Alliance invited for veryhandsome boy"
"Professionally qualified matchfor Punjabi"
"Wanted tall extremelybeautiful well"
"Very beautiful Medico match forfair"
"Match for Khatri boy 30/510AMIE"
"Preferably Medico match forHindu"
"Beautiful tall slimprofessionally"
"Professionally qualified matchfor Hindu"
"Amritdhari Gurusikh 27/168 MBBSdoing"
"Wanted slim beautiful MBA orMCom"
"Beautiful girl for Khatri Sikhhandsome"
Match for smart Khatri Sikh boy
"Match for Arora Sikhcleanshaven 27/511 PGDBA & PGDMM serving leading"
"Wanted beautiful Australiancitizen girl"
"Ramgarhia Sikh 28/510vegetarian"
"Gursikh Khatri/Aroraprofessional"
"Alliance invited from tall slimbeautiful"
""
NOTE: Please do not send any images/photographs with your reply They cannot be forwarded due to technical reasons
MBBS/MD match for Canadian immigrant Jat Sikh boy BE (Computer
"Punjabi parents seek suitable alliance for their only son fair 38/170 in USA"
Suitable match for handsome smart fair
Wanted beautiful intelligent professionally
Wanted exceptionally beautiful well
Match for Hindu Khatri boy 30/5'9 Matric
Proposal from tall beautiful professional
Alliance invited for fair handsome Punjabi
Medico MBBS PG for handsome
Match for Hindu Arora boy 26/5'7/ /+ senior executive engineer
Wanted MBBS girl for MBBS 31/5'8
MBBS/MD/BDS/ armacy/ ysio/Veterinary/Microbiology/Engineer match
Suitable government employed match for
Punjabi Sikh parents from Canada seek
Ramgarhia Jat Khatri match for handsome
